,x,y,z,yaw,pitch,robot_x,robot_y,robot_z
3303,-7.662967262793384,-10.50137765863874,0,4.082,0,0.0,0.0,0.0
3305,-7.59686793749372,-10.549293698645418,0,4.088280000000001,0,0.0,0.0,0.0
3307,-7.53046900486228,-10.596793692754828,0,4.09456,0,0.0,0.0,0.0
3309,-7.463773083558106,-10.643875767649371,0,4.10084,0,0.0,0.0,0.0
3311,-7.396782803952963,-10.69053806649346,0,4.10712,0,0.0,0.0,0.0
3313,-7.329500808027621,-10.736778749006728,0,4.1134,0,0.0,0.0,0.0
3315,-7.26192974926763,-10.78259599153663,0,4.119680000000001,0,0.0,0.0,0.0
3317,-7.1940722925586815,-10.827987987130363,0,4.12596,0,0.0,0.0,0.0
3319,-7.125931114081483,-10.872952945606148,0,4.13224,0,0.0,0.0,0.0
3321,-7.057508901206267,-10.917489093623786,0,4.138520000000001,0,0.0,0.0,0.0
3323,-6.988808352386773,-10.961594674754622,0,4.1448,0,0.0,0.0,0.0
3325,-6.919832177053803,-11.005267949550834,0,4.15108,0,0.0,0.0,0.0
3327,-6.850583095508428,-11.048507195613992,0,4.15736,0,0.0,0.0,0.0
3329,-6.781063838814621,-11.091310707663036,0,4.163640000000001,0,0.0,0.0,0.0
3331,-6.711277148691663,-11.13367679760146,0,4.16992,0,0.0,0.0,0.0
3333,-6.641225777405889,-11.175603794583964,0,4.1762,0,0.0,0.0,0.0
3335,-6.570912487662212,-11.217090045082315,0,4.18248,0,0.0,0.0,0.0
3337,-6.500340052495172,-11.25813391295054,0,4.18876,0,0.0,0.0,0.0
3339,-6.42951125515955,-11.29873377948948,0,4.1950400000000005,0,0.0,0.0,0.0
3341,-6.358428889020618,-11.338888043510618,0,4.20132,0,0.0,0.0,0.0
3343,-6.287095757443939,-11.378595121399233,0,4.207599999999999,0,0.0,0.0,0.0
3345,-6.215514673684824,-11.417853447176864,0,4.2138800000000005,0,0.0,0.0,0.0
3347,-6.143688460777449,-11.456661472563027,0,4.22016,0,0.0,0.0,0.0
3349,-6.07161995142339,-11.495017667036333,0,4.22644,0,0.0,0.0,0.0
3351,-5.999311987880025,-11.532920517894809,0,4.23272,0,0.0,0.0,0.0
3353,-5.92676742184835,-11.570368530315578,0,4.239,0,0.0,0.0,0.0
3355,-5.853989114360586,-11.6073602274138,0,4.24528,0,0.0,0.0,0.0
3357,-5.780979935667311,-11.64389415030092,0,4.25156,0,0.0,0.0,0.0
3359,-5.707742765124226,-11.67996885814222,0,4.257840000000001,0,0.0,0.0,0.0
3361,-5.634280491078704,-11.715582928213598,0,4.26412,0,0.0,0.0,0.0
3363,-5.560596010755743,-11.750734955957748,0,4.2704,0,0.0,0.0,0.0
3365,-5.486692230143821,-11.78542355503948,0,4.27668,0,0.0,0.0,0.0
3367,-5.412572063880199,-11.819647357400456,0,4.28296,0,0.0,0.0,0.0
3369,-5.338238435136046,-11.853405013313106,0,4.28924,0,0.0,0.0,0.0
3371,-5.26369427550111,-11.88669519143386,0,4.295520000000001,0,0.0,0.0,0.0
3373,-7.583839074807262,-17.420831922942902,0,4.3018,0,0.0,0.0,0.0
3375,-7.474287422693824,-17.46811459554124,0,4.30808,0,0.0,0.0,0.0
3377,-7.752043155381151,-18.436535111487416,0,4.31436,0,0.0,0.0,0.0
3379,-7.636109612331618,-18.484854069980013,0,4.320640000000001,0,0.0,0.0,0.0
3381,-7.519874914326539,-18.53244401779977,0,4.32692,0,0.0,0.0,0.0
3383,-7.403343645461332,-18.579303078081463,0,4.3332,0,0.0,0.0,0.0
3385,-7.286520401527668,-18.62542940278481,0,4.33948,0,0.0,0.0,0.0
3387,-7.169409789832248,-18.670821172767347,0,4.34576,0,0.0,0.0,0.0
3389,-7.052016429015038,-18.71547659785617,0,4.352040000000001,0,0.0,0.0,0.0
3391,-7.627779443753877,-20.6353333086104,0,4.35832,0,0.0,0.0,0.0
3393,-7.498039989163057,-20.682828537724514,0,4.3646,0,0.0,0.0,0.0
3395,-7.368004824843789,-20.729508071854447,0,4.3708800000000005,0,0.0,0.0,0.0
3397,-7.237679079158065,-20.775370070040093,0,4.37716,0,0.0,0.0,0.0
3399,-7.10706789192784,-20.82041272356358,0,4.38344,0,0.0,0.0,0.0
3401,-6.976176414232471,-20.86463425602056,0,4.38972,0,0.0,0.0,0.0
3403,-6.845009808205391,-20.908032923390284,0,4.396000000000001,0,0.0,0.0,0.0
3405,-6.713573246830746,-20.950607014104357,0,4.40228,0,0.0,0.0,0.0
3407,-6.581871913739146,-20.99235484911428,0,4.40856,0,0.0,0.0,0.0
3409,-6.449911003003338,-21.03327478195767,0,4.414840000000001,0,0.0,0.0,0.0
3411,-7.466367667830472,-24.904886144063692,0,4.42112,0,0.0,0.0,0.0
3413,-7.309818780575555,-24.95128352199832,0,4.4274,0,0.0,0.0,0.0
3415,-7.428096283892327,-25.95810828233107,0,4.43368,0,0.0,0.0,0.0
3417,-7.264933959763407,-26.00424454892463,0,4.43996,0,0.0,0.0,0.0
3419,-7.101485119204657,-26.04935525309052,0,4.44624,0,0.0,0.0,0.0
3421,-6.937756208355643,-26.0934386157406,0,4.452520000000001,0,0.0,0.0,0.0
3423,-6.773753684401445,-26.13649289830328,0,4.4588,0,0.0,0.0,0.0
3425,-6.6094840153179,-26.17851640279214,0,4.46508,0,0.0,0.0,0.0
3427,-6.44495367961668,-26.219507471872834,0,4.47136,0,0.0,0.0,0.0
3429,-6.280169166089603,-26.259464488928508,0,4.47764,0,0.0,0.0,0.0
3431,-6.115136973552894,-26.298385878123515,0,4.48392,0,0.0,0.0,0.0
3433,-5.949863610590807,-26.336270104465576,0,4.4902,0,0.0,0.0,0.0
3435,-5.570120202880394,-25.39633361187129,0,4.49648,0,0.0,0.0,0.0
3437,-5.410522438174115,-25.430812943081754,0,4.50276,0,0.0,0.0,0.0
3439,-5.250711291820998,-25.464289327015265,0,4.509040000000001,0,0.0,0.0,0.0
3441,-5.090693066496289,-25.496761443421136,0,4.515319999999999,0,0.0,0.0,0.0
3443,-4.930474073041911,-25.528228011655283,0,4.5216,0,0.0,0.0,0.0
3445,-4.770060630217937,-25.558687790730666,0,4.527880000000001,0,0.0,0.0,0.0
3447,-4.609459064453103,-25.58813957936628,0,4.53416,0,0.0,0.0,0.0
3449,-4.448675709595357,-25.616582216034523,0,4.540439999999999,0,0.0,0.0,0.0
3451,-4.287716906662101,-25.64401457900701,0,4.54672,0,0.0,0.0,0.0
3453,-4.126589003590124,-25.67043558639878,0,4.553000000000001,0,0.0,0.0,0.0
3455,-3.965298354985303,-25.69584419621101,0,4.55928,0,0.0,0.0,0.0
3457,-3.80385132187178,-25.720239406372063,0,4.5655600000000005,0,0.0,0.0,0.0
3459,-3.6422542714413457,-25.743620254777053,0,4.57184,0,0.0,0.0,0.0
3461,-3.4805135768021223,-25.76598581932576,0,4.57812,0,0.0,0.0,0.0
3463,-3.318635616727379,-25.787335217959,0,4.5844000000000005,0,0.0,0.0,0.0
3465,-3.156626775403876,-25.80766760869341,0,4.590680000000001,0,0.0,0.0,0.0
3467,-2.994493442180124,-25.82698218965468,0,4.59696,0,0.0,0.0,0.0
3469,-2.832242011314312,-25.845278199109146,0,4.60324,0,0.0,0.0,0.0
3471,-2.567191232425275,-24.8678412648979,0,4.60952,0,0.0,0.0,0.0
3473,-2.410971593004813,-24.883472747543173,0,4.6158,0,0.0,0.0,0.0
3475,-2.254656869034799,-24.89812286906212,0,4.62208,0,0.0,0.0,0.0
3477,-2.098253225297515,-24.91179105167929,0,4.628360000000001,0,0.0,0.0,0.0
3479,-1.941766830082241,-24.924476756345204,0,4.63464,0,0.0,0.0,0.0
3481,-1.7852038549416762,-24.93617948275761,0,4.64092,0,0.0,0.0,0.0
3483,-1.6285704744488112,-24.946898769381207,0,4.6472,0,0.0,0.0,0.0
3485,-1.471872865953212,-24.956634193465888,0,4.65348,0,0.0,0.0,0.0
3487,-1.3151172093375538,-24.96538537106336,0,4.65976,0,0.0,0.0,0.0
3489,-1.1583096867738063,-24.973151957042305,0,4.666040000000001,0,0.0,0.0,0.0
3491,-1.0014564824794872,-24.97993364510202,0,4.672319999999999,0,0.0,0.0,0.0
3493,-0.8445637824735671,-24.98573016778445,0,4.6786,0,0.0,0.0,0.0
3495,-0.6876377743328589,-24.990541296484768,0,4.684880000000001,0,0.0,0.0,0.0
3497,-0.5306846469477022,-24.994366841460376,0,4.69116,0,0.0,0.0,0.0
3499,-0.3737105902779503,-24.997206651838404,0,4.697439999999999,0,0.0,0.0,0.0
3501,-0.2167217951088712,-24.999060615621637,0,4.70372,0,0.0,0.0,0.0
3503,-0.0597244528070384,-24.999928659692948,0,4.71,0,0.0,0.0,0.0
3505,0.0972752449239127,-24.999810749818188,0,4.71628,0,0.0,0.0,0.0
3507,0.2542711062874528,-24.99870689064751,0,4.7225600000000005,0,0.0,0.0,0.0
3509,0.41125693963833,-24.99661712571522,0,4.72884,0,0.0,0.0,0.0
3511,0.5682265537268465,-24.99354153743802,0,4.73512,0,0.0,0.0,0.0
3513,0.7251737579428973,-24.989480247111803,0,4.7414000000000005,0,0.0,0.0,0.0
3515,0.8820923625602066,-24.984433414906828,0,4.747680000000001,0,0.0,0.0,0.0
3517,1.038976178980395,-24.97840123986144,0,4.75396,0,0.0,0.0,0.0
3519,1.1958190199771357,-24.971383959874167,0,4.7602400000000005,0,0.0,0.0,0.0
3521,1.3526146999400137,-24.96338185169441,0,4.76652,0,0.0,0.0,0.0
3523,1.5093570351186734,-24.954395230911484,0,4.772800000000001,0,0.0,0.0,0.0
3525,1.6660398438664088,-24.944424451942155,0,4.77908,0,0.0,0.0,0.0
3527,1.8226569468843767,-24.933469908016693,0,4.785360000000001,0,0.0,0.0,0.0
3529,1.9792021674648108,-24.921532031163384,0,4.79164,0,0.0,0.0,0.0
3531,2.135669331735041,-24.90861129219143,0,4.79792,0,0.0,0.0,0.0
3533,2.2920522689006924,-24.89470820067243,0,4.8042,0,0.0,0.0,0.0
3535,2.4483448114892488,-24.87982330492027,0,4.81048,0,0.0,0.0,0.0
3537,2.6045407955931354,-24.863957191969487,0,4.81676,0,0.0,0.0,0.0
3539,2.760634061112898,-24.847110487552136,0,4.823040000000001,0,0.0,0.0,0.0
3541,2.9166184520001037,-24.829283856073108,0,4.82932,0,0.0,0.0,0.0
3543,3.0724878165002125,-24.810478000583903,0,4.8356,0,0.0,0.0,0.0
3545,3.228236007395039,-24.790693662754943,0,4.84188,0,0.0,0.0,0.0
3547,3.3838568822453627,-24.769931622846293,0,4.84816,0,0.0,0.0,0.0
3549,3.539344303633,-24.74819269967689,0,4.854439999999999,0,0.0,0.0,0.0
3551,3.694692139403028,-24.725477750592272,0,4.86072,0,0.0,0.0,0.0
3553,3.849894262905474,-24.701787671430736,0,4.867,0,0.0,0.0,0.0
3555,4.004944553237029,-24.67712339648803,0,4.87328,0,0.0,0.0,0.0
3557,4.159836895482418,-24.651485898480505,0,4.879560000000001,0,0.0,0.0,0.0
3559,4.314565180955545,-24.624876188506736,0,4.88584,0,0.0,0.0,0.0
3561,4.469123307440496,-24.597295316007656,0,4.89212,0,0.0,0.0,0.0
3563,4.623505179432065,-24.568744368725174,0,4.8984000000000005,0,0.0,0.0,0.0
3565,4.777704708376245,-24.539224472659267,0,4.904680000000001,0,0.0,0.0,0.0
3567,4.931715812910296,-24.508736792023587,0,4.91096,0,0.0,0.0,0.0
3569,5.085532419102679,-24.477282529199517,0,4.9172400000000005,0,0.0,0.0,0.0
3571,5.239148460692446,-24.444862924688778,0,4.92352,0,0.0,0.0,0.0
3573,5.39255787932868,-24.411479257064496,0,4.929800000000001,0,0.0,0.0,0.0
3575,5.545754624809139,-24.3771328429208,0,4.93608,0,0.0,0.0,0.0
3577,5.698732655319262,-24.34182503682084,0,4.94236,0,0.0,0.0,0.0
3579,5.851485937670074,-24.305557231243423,0,4.94864,0,0.0,0.0,0.0
3581,6.004008447536326,-24.26833085652807,0,4.95492,0,0.0,0.0,0.0
3583,6.156294169694012,-24.23014738081862,0,4.9612,0,0.0,0.0,0.0
3585,6.308337098257686,-24.19100831000531,0,4.96748,0,0.0,0.0,0.0
3587,6.460131236917204,-24.150915187665387,0,4.97376,0,0.0,0.0,0.0
3589,6.61167059917428,-24.10986959500226,0,4.980040000000001,0,0.0,0.0,0.0
3591,6.762949208578551,-24.067873150783115,0,4.98632,0,0.0,0.0,0.0
3593,6.913961098963357,-24.024927511275063,0,4.9926,0,0.0,0.0,0.0
3595,7.064700314680894,-23.981034370179856,0,4.99888,0,0.0,0.0,0.0
3597,7.215160910837278,-23.93619545856705,0,5.005160000000001,0,0.0,0.0,0.0
3599,7.365336953526727,-23.890412544805788,0,5.01144,0,0.0,0.0,0.0
3601,7.5152225200659935,-23.84368743449496,0,5.017720000000001,0,0.0,0.0,0.0
3603,7.664811699227473,-23.796021970392147,0,5.024,0,0.0,0.0,0.0
3605,7.814098591472731,-23.74741803234078,0,5.03028,0,0.0,0.0,0.0
3607,7.963077309184927,-23.697877537196117,0,5.036560000000001,0,0.0,0.0,0.0
3609,8.11174197690109,-23.647402438749605,0,5.04284,0,0.0,0.0,0.0
3611,8.260086731543897,-23.59599472765182,0,5.04912,0,0.0,0.0,0.0
3613,8.408105722652788,-23.54365643133397,0,5.055400000000001,0,0.0,0.0,0.0
3615,8.555793112614765,-23.490389613927945,0,5.061680000000001,0,0.0,0.0,0.0
3617,8.703143076894593,-23.43619637618489,0,5.06796,0,0.0,0.0,0.0
3619,8.850149804264559,-23.381078855392364,0,5.07424,0,0.0,0.0,0.0
3621,8.996807497033622,-23.32503922529005,0,5.08052,0,0.0,0.0,0.0
3623,9.143110371276038,-23.26807969598404,0,5.086800000000001,0,0.0,0.0,0.0
3625,9.289052657059417,-23.210202513859663,0,5.09308,0,0.0,0.0,0.0
3627,9.434628598672528,-23.151409961492853,0,5.09936,0,0.0,0.0,0.0
3629,9.579832454851989,-23.091704357560197,0,5.10564,0,0.0,0.0,0.0
3631,10.11364483896921,-23.952331579017343,0,5.1119200000000005,0,0.0,0.0,0.0
3633,10.263865060232598,-23.88834598764294,0,5.1182,0,0.0,0.0,0.0
3635,10.41368049241057,-23.823418281220423,0,5.12448,0,0.0,0.0,0.0
3637,10.563085227041586,-23.75755102038625,0,5.13076,0,0.0,0.0,0.0
3639,10.71207337186132,-23.69074680283126,0,5.137040000000001,0,0.0,0.0,0.0
3641,10.860639051035015,-23.62300826319826,0,5.14332,0,0.0,0.0,0.0
3643,11.008776405389291,-23.554338072978062,0,5.1496,0,0.0,0.0,0.0
3645,11.156479592643064,-23.48473894040423,0,5.15588,0,0.0,0.0,0.0
3647,11.303742787638166,-23.41421361034613,0,5.162160000000001,0,0.0,0.0,0.0
3649,11.450560182568788,-23.342764864200863,0,5.16844,0,0.0,0.0,0.0
3651,11.596925987210916,-23.27039551978333,0,5.17472,0,0.0,0.0,0.0
3653,11.742834429150331,-23.197108431215337,0,5.181,0,0.0,0.0,0.0
3655,11.888279754010451,-23.12290648881289,0,5.18728,0,0.0,0.0,0.0
3657,12.03325622567922,-23.04779261897226,0,5.193560000000001,0,0.0,0.0,0.0
3659,12.177758126535338,-22.97176978405457,0,5.19984,0,0.0,0.0,0.0
3661,12.321779757673802,-22.89484098226891,0,5.20612,0,0.0,0.0,0.0
3663,12.465315439130563,-22.817009247554186,0,5.212400000000001,0,0.0,0.0,0.0
3665,13.09329641434148,-23.61282678982321,0,5.218680000000001,0,0.0,0.0,0.0
3667,13.241325803390833,-23.53013580429268,0,5.22496,0,0.0,0.0,0.0
3669,13.3888329774529,-23.446516830904116,0,5.23124,0,0.0,0.0,0.0
3671,13.535812119099909,-23.36197316744517,0,5.237520000000001,0,0.0,0.0,0.0
3673,13.68225743172867,-23.276508148171743,0,5.243800000000001,0,0.0,0.0,0.0
3675,13.82816313978935,-23.190125143676376,0,5.2500800000000005,0,0.0,0.0,0.0
3677,13.973523489013196,-23.102827560755337,0,5.25636,0,0.0,0.0,0.0
3679,14.11833274663948,-23.014618842274302,0,5.26264,0,0.0,0.0,0.0
3681,14.262585201641524,-22.925502467032565,0,5.2689200000000005,0,0.0,0.0,0.0
3683,14.939840911802056,-23.681240540352725,0,5.2752,0,0.0,0.0,0.0
3685,15.088263524120132,-23.58695198254124,0,5.28148,0,0.0,0.0,0.0
3687,15.236091081421712,-23.491733196139908,0,5.2877600000000005,0,0.0,0.0,0.0
3689,15.38331775364362,-23.39558793641299,0,5.294040000000001,0,0.0,0.0,0.0
3691,15.529937734420525,-23.298519995163243,0,5.30032,0,0.0,0.0,0.0
3693,15.675945241314007,-23.200533200582367,0,5.3066,0,0.0,0.0,0.0
3695,15.821334516040547,-23.101631417100048,0,5.31288,0,0.0,0.0,0.0
3697,15.966099824698622,-23.00181854523156,0,5.319160000000001,0,0.0,0.0,0.0
3699,16.110235457994758,-22.901098521424,0,5.32544,0,0.0,0.0,0.0
3701,16.25373573146899,-22.799475317900807,0,5.33172,0,0.0,0.0,0.0
3703,16.396594985718682,-22.69695294250541,0,5.338,0,0.0,0.0,0.0
3705,16.53880758662194,-22.59353543854296,0,5.34428,0,0.0,0.0,0.0
3707,17.27609535147261,-23.29241355907169,0,5.350560000000001,0,0.0,0.0,0.0
3709,17.422030077481384,-23.18346108714861,0,5.35684,0,0.0,0.0,0.0
3711,17.567277708757334,-23.073594299618723,0,5.36312,0,0.0,0.0,0.0
3713,17.711832516985087,-22.9628175294381,0,5.369400000000001,0,0.0,0.0,0.0
3715,17.855688801173027,-22.85113514545096,0,5.375680000000001,0,0.0,0.0,0.0
3717,17.998840887878107,-22.738551552217377,0,5.38196,0,0.0,0.0,0.0
3719,18.14128313142964,-22.625071189839524,0,5.38824,0,0.0,0.0,0.0
3721,18.283009914151958,-22.51069853378658,0,5.394520000000001,0,0.0,0.0,0.0
3723,19.05932653095082,-23.16769458074312,0,5.4008,0,0.0,0.0,0.0
3725,19.204442863147232,-23.047545949972925,0,5.40708,0,0.0,0.0,0.0
3727,19.34880180533344,-22.926488363853835,0,5.41336,0,0.0,0.0,0.0
3729,19.492397664242432,-22.804526596687687,0,5.41964,0,0.0,0.0,0.0
3731,19.635224776701904,-22.681665458435624,0,5.4259200000000005,0,0.0,0.0,0.0
3733,20.436520093519466,-23.30984012101274,0,5.4322,0,0.0,0.0,0.0
3735,20.58250193677515,-23.181039968531334,0,5.43848,0,0.0,0.0,0.0
3737,20.72767204175426,-23.051325595927857,0,5.4447600000000005,0,0.0,0.0,0.0
3739,20.872024683198944,-22.920702118912807,0,5.451040000000001,0,0.0,0.0,0.0
3741,21.01555416809068,-22.7891746890502,0,5.45732,0,0.0,0.0,0.0
3743,21.158254835874853,-22.65674849355437,0,5.4636,0,0.0,0.0,0.0
3745,21.300121058683988,-22.52342875508538,0,5.469880000000001,0,0.0,0.0,0.0
3747,21.441147241559563,-22.389220731543173,0,5.476160000000001,0,0.0,0.0,0.0
3749,21.58132782267285,-22.25412971586008,0,5.48244,0,0.0,0.0,0.0
3751,21.72065727354421,-22.11816103579208,0,5.48872,0,0.0,0.0,0.0
3753,21.859130099261108,-21.98132005370872,0,5.495,0,0.0,0.0,0.0
3755,21.996740838694777,-21.84361216638167,0,5.50128,0,0.0,0.0,0.0
3757,22.13348406471567,-21.705042804771832,0,5.507560000000001,0,0.0,0.0,0.0
3759,22.26935438440745,-21.565617433815166,0,5.51384,0,0.0,0.0,0.0
3761,22.404346439279745,-21.42534155220712,0,5.52012,0,0.0,0.0,0.0
3763,22.53845490547938,-21.28422069218585,0,5.526400000000001,0,0.0,0.0,0.0
3765,22.67167449400038,-21.142260419314027,0,5.53268,0,0.0,0.0,0.0
3767,22.803999950892617,-20.99946633225924,0,5.538959999999999,0,0.0,0.0,0.0
3769,22.935426057468963,-20.855844062573293,0,5.54524,0,0.0,0.0,0.0
3771,23.065947630511086,-20.71139927447008,0,5.551520000000001,0,0.0,0.0,0.0
3773,23.195559522473847,-20.566137664602287,0,5.5578,0,0.0,0.0,0.0
3775,23.324256621688438,-20.42006496183651,0,5.56408,0,0.0,0.0,0.0
3777,23.45203385256388,-20.27318692702748,0,5.57036,0,0.0,0.0,0.0
3779,23.578886175787176,-20.12550935279086,0,5.57664,0,0.0,0.0,0.0
3781,23.70480858852211,-19.97703806327476,0,5.5829200000000005,0,0.0,0.0,0.0
3783,23.82979612460649,-19.827778913930057,0,5.5892,0,0.0,0.0,0.0
3785,23.95384385474813,-19.677737791279405,0,5.59548,0,0.0,0.0,0.0
3787,24.076946886719064,-19.52692061268517,0,5.6017600000000005,0,0.0,0.0,0.0
3789,24.199100365548645,-19.375333326116053,0,5.608040000000001,0,0.0,0.0,0.0
3791,24.320299473714936,-19.222981909912445,0,5.61432,0,0.0,0.0,0.0
3793,24.44053943133475,-19.06987237255067,0,5.6206,0,0.0,0.0,0.0
3795,24.559815496352154,-18.91601075240603,0,5.626880000000001,0,0.0,0.0,0.0
3797,24.67812296472539,-18.76140311751478,0,5.63316,0,0.0,0.0,0.0
3799,24.79545717061256,-18.606055565334596,0,5.63944,0,0.0,0.0,0.0
3801,24.911813486555538,-18.449974222504203,0,5.64572,0,0.0,0.0,0.0
3803,25.027187323662467,-18.29316524460184,0,5.652,0,0.0,0.0,0.0
3805,25.14157413178876,-18.13563481590237,0,5.65828,0,0.0,0.0,0.0
3807,25.25496939971655,-17.977389149133437,0,5.664560000000001,0,0.0,0.0,0.0
3809,25.367368655332584,-17.818434485230455,0,5.67084,0,0.0,0.0,0.0
3811,25.478767465804665,-17.65877709309039,0,5.67712,0,0.0,0.0,0.0
3813,25.58916143775636,-17.498423269324668,0,5.683400000000001,0,0.0,0.0,0.0
3815,25.69854621744036,-17.337379338010745,0,5.689680000000001,0,0.0,0.0,0.0
3817,25.80691749091011,-17.175651650442777,0,5.69596,0,0.0,0.0,0.0
3819,25.9142709841901,-17.013246584880942,0,5.70224,0,0.0,0.0,0.0
3821,26.02060246344419,-16.850170546300177,0,5.70852,0,0.0,0.0,0.0
3823,26.125907735142786,-16.686429966137354,0,5.714800000000001,0,0.0,0.0,0.0
3825,26.23018264622802,-16.522031302037842,0,5.72108,0,0.0,0.0,0.0
3827,26.333423084277857,-16.356981037600494,0,5.72736,0,0.0,0.0,0.0
3829,26.43562497766794,-16.191285682122313,0,5.73364,0,0.0,0.0,0.0
3831,26.536784295732357,-16.024951770341545,0,5.73992,0,0.0,0.0,0.0
3833,26.636897048922595,-15.857985862179936,0,5.7462,0,0.0,0.0,0.0
3835,26.73595928896481,-15.69039454248414,0,5.75248,0,0.0,0.0,0.0
3837,26.8339671090156,-15.522184420765942,0,5.7587600000000005,0,0.0,0.0,0.0
3839,26.93091664381604,-15.35336213094162,0,5.76504,0,0.0,0.0,0.0
3841,27.026804069844196,-15.18393433107024,0,5.77132,0,0.0,0.0,0.0
3843,27.121625605465805,-15.013907703091212,0,5.7776000000000005,0,0.0,0.0,0.0
3845,27.21537751108352,-14.84328895256066,0,5.783880000000001,0,0.0,0.0,0.0
3847,40.52163161635739,-21.771480683413003,0,5.79016,0,0.0,0.0,0.0
3849,40.65755656481705,-21.516577194774776,0,5.79644,0,0.0,0.0,0.0
3851,41.67865800716707,-21.72301698018965,0,5.802720000000001,0,0.0,0.0,0.0
3853,41.81425579001121,-21.460848369240058,0,5.809000000000001,0,0.0,0.0,0.0
3855,41.94820449092956,-21.19783337954983,0,5.81528,0,0.0,0.0,0.0
3857,42.97582858949828,-21.379386264485284,0,5.821560000000001,0,0.0,0.0,0.0
3859,44.00735203168681,-21.54885071550665,0,5.827839999999999,0,0.0,0.0,0.0
3861,44.14181013774581,-21.272061436616827,0,5.83412,0,0.0,0.0,0.0
3863,45.178089150164666,-21.42289104532285,0,5.840400000000001,0,0.0,0.0,0.0
3865,45.31173314877087,-21.13875206947135,0,5.846680000000001,0,0.0,0.0,0.0
3867,45.44359013099352,-20.853779417800222,0,5.85296,0,0.0,0.0,0.0
3869,45.57365489662138,-20.5679843291378,0,5.85924,0,0.0,0.0,0.0
3871,46.61596076244752,-20.687005636243097,0,5.86552,0,0.0,0.0,0.0
3873,46.744955077476455,-20.393851397043868,0,5.871800000000001,0,0.0,0.0,0.0
3875,46.87210585232789,-20.099892859619185,0,5.87808,0,0.0,0.0,0.0
3877,48.84044368307742,-20.58181383746689,0,5.88436,0,0.0,0.0,0.0
3879,50.816610270169846,-21.03977472906181,0,5.89064,0,0.0,0.0,0.0
3881,50.94773712736424,-20.720233628050416,0,5.89692,0,0.0,0.0,0.0
3883,51.076854693926336,-20.39987535686272,0,5.9032,0,0.0,0.0,0.0
3885,53.06591998232563,-20.808847551688523,0,5.90948,0,0.0,0.0,0.0
3887,53.19555227193622,-20.475185432217728,0,5.915760000000001,0,0.0,0.0,0.0
3889,54.25857936870941,-20.49406169819593,0,5.92204,0,0.0,0.0,0.0
3891,54.38621129794237,-20.15291593431497,0,5.92832,0,0.0,0.0,0.0
3893,54.51169832906896,-19.81097537428635,0,5.9346000000000005,0,0.0,0.0,0.0
3895,56.51900225492869,-20.13957258998725,0,5.940880000000001,0,0.0,0.0,0.0
3897,56.64436343361047,-19.78423845390702,0,5.94716,0,0.0,0.0,0.0
3899,56.7674906565714,-19.42812406168129,0,5.95344,0,0.0,0.0,0.0
3901,59.73279802128112,-20.024805630737937,0,5.959720000000001,0,0.0,0.0,0.0
3903,59.85737509492306,-19.64929125301176,0,5.966,0,0.0,0.0,0.0
3905,61.88370551300632,-19.88484327269167,0,5.9722800000000005,0,0.0,0.0,0.0
3907,62.961320618085935,-19.795759799173837,0,5.978560000000001,0,0.0,0.0,0.0
3909,64.04021980589418,-19.693913963779732,0,5.984839999999999,0,0.0,0.0,0.0
3911,65.12028520795208,-19.579286361738976,0,5.99112,0,0.0,0.0,0.0
3913,66.20139876418683,-19.45185856583174,0,5.997400000000001,0,0.0,0.0,0.0
3915,66.32225019869918,-19.03573294047662,0,6.003680000000001,0,0.0,0.0,0.0
3917,69.3292027809137,-19.42837208216238,0,6.00996,0,0.0,0.0,0.0
3919,70.41442622485017,-19.256390612602665,0,6.01624,0,0.0,0.0,0.0
3921,71.50018577815872,-19.07153464430141,0,6.02252,0,0.0,0.0,0.0
3923,72.58636247295172,-18.873790900221035,0,6.028800000000001,0,0.0,0.0,0.0
3925,72.70345776042335,-18.41757936533294,0,6.03508,0,0.0,0.0,0.0
3927,74.75949070258383,-18.43959191224908,0,6.04136,0,0.0,0.0,0.0
3929,76.81859083771253,-18.436488323650646,0,6.04764,0,0.0,0.0,0.0
3931,76.93285642717136,-17.95370719256163,0,6.05392,0,0.0,0.0,0.0
3933,79.96981277547633,-18.13364399824986,0,6.0602,0,0.0,0.0,0.0
3935,80.08211437570127,-17.631079295298402,0,6.06648,0,0.0,0.0,0.0
3937,83.12508417618234,-17.754446786723598,0,6.072760000000001,0,0.0,0.0,0.0
3939,85.19341144292126,-17.637535165581728,0,6.07904,0,0.0,0.0,0.0
3941,85.30249449530751,-17.102176261459626,0,6.08532,0,0.0,0.0,0.0
3943,88.35332417053588,-17.13738918319237,0,6.091600000000001,0,0.0,0.0,0.0
3945,90.42496410529743,-16.950689264913933,0,6.09788,0,0.0,0.0,0.0
3947,92.49766608060904,-16.738631056336406,0,6.10416,0,0.0,0.0,0.0
3949,92.60096001871015,-16.157419460212143,0,6.110439999999999,0,0.0,0.0,0.0
3951,95.6591317841052,-16.07266332351899,0,6.116720000000001,0,0.0,0.0,0.0
3953,96.74537887458318,-15.631112129767187,0,6.123,0,0.0,0.0,0.0
3955,98.8179937533874,-15.329843787706562,0,6.1292800000000005,0,0.0,0.0,0.0
3957,98.91231593419876,-14.708968574759089,0,6.135560000000001,0,0.0,0.0,0.0
3959,99.0027371843499,-14.087513265532062,0,6.141839999999999,0,0.0,0.0,0.0
